R,residual,t_recover,domain
0.19420674334208232,243.22109129585414,76.73855731306311,spacecraft
0.19420674334208232,243.22109129585414,76.73855731306311,spacecraft
0.19420674334208232,243.22109129585414,76.73855731306311,spacecraft
0.23897286363653214,301.47518341244853,87.68229392352411,spacecraft
0.9806030979917193,204.04594481616002,87.8607480721778,spacecraft
0.058546334547608714,193.0363977262983,83.65482308544827,spacecraft
0.005227435831199667,247.8664824972446,80.18211105365445,spacecraft
0.6685238339269794,189.58378319468076,74.34993873225089,spacecraft
0.08679332295664732,209.68694102188243,90.24126321427542,spacecraft
